mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,label
-416.4964,107.212364,-8.110125,9.067137,-7.3942294,-11.554393,-8.897849,-5.3474526,13.14211,-3.6193807,-9.895707,1.9133372,1.1128248,-4.0431795,-9.67077,-3.089169,-5.023042,-7.9905634,0.38841859,-5.812449,-5.918724,0.41571715,-3.2588117,-3.2545981,-2.7770658,-2.4214153,-1.9821129,-3.0452085,-2.1273363,-1.1676445,-0.026212087,-0.8044336,-1.1884915,-1.890155,-2.917722,-1.5416671,-4.399826,-4.550147,-1.5717133,-3.249146,buka
-223.16658,59.760403,19.515623,5.5310874,-8.642333,-15.624507,-9.257447,-1.410719,1.612426,-4.8583198,-5.801447,1.4905418,1.4207938,-5.1167965,-7.5859485,-5.6502867,-8.375549,-8.309086,-1.9996765,-2.2629664,-4.2041464,-1.9382372,-1.086638,-0.09775292,-0.5369481,-1.2137467,-0.15825325,-2.6206534,-3.561977,-1.0631179,-0.8361084,-0.62076426,-0.98168653,-3.097942,-2.801861,-1.3717239,-2.5454786,-4.0018344,-2.3934176,-1.7802576,buka
-156.7719,39.5375,17.249529,4.4180975,-5.798617,-10.951686,-7.06522,-0.26557252,1.1344572,-3.027344,-2.6836994,1.9746245,1.6425828,-3.4226663,-5.813691,-5.321751,-6.9319577,-5.793619,-0.8087579,-0.76800126,-2.618217,-1.3281239,-0.8325738,-0.1481531,-0.5339001,-1.5074319,-1.255848,-3.0897174,-3.5244431,-1.4297303,-0.687088,-0.66358787,-0.992922,-2.2150586,-2.7594857,-1.9330895,-2.2450242,-3.4117658,-1.9175364,-1.8813322,buka
-456.40747,96.426315,6.386658,8.113274,-8.269546,-12.455105,-7.3811836,-0.8406681,10.3868685,-4.0111537,-6.3840284,1.8174148,-1.6723796,-1.3938587,-0.9262058,0.36507785,-3.628421,-5.441952,-0.5432382,-5.0765214,-5.147941,-1.7726946,-3.353722,-3.628255,-5.3917036,-2.8611681,-2.4648788,-5.0009522,-1.7302505,-2.7398944,-3.1112456,-0.21772602,-1.4135267,-1.9874614,-2.2149758,-2.3149412,-2.818059,-4.048415,-3.1152658,-2.773745,buka
-426.96628,121.81407,-10.484319,3.7678878,-13.0346775,-15.873269,-9.192588,-3.8404665,11.031706,-9.504379,-10.64399,3.2959592,-1.9048909,-3.6870751,-6.277499,-2.633519,-5.3993278,-8.509504,-0.8508429,-7.1913724,-7.032848,-0.2764324,-2.1576035,-2.1592984,-4.537672,-1.7386749,-0.43155897,-4.4695373,-1.5757642,-1.4443144,-1.2520553,0.017219236,-1.4555942,-1.3239715,-3.0938196,-2.7024336,-3.2461674,-5.348919,-2.8409579,-2.6579435,buka
-366.19177,128.54555,6.3380895,11.002268,-11.87026,-21.710003,-11.410013,-2.674633,8.35856,-9.132685,-10.214798,4.1578712,1.0708177,-5.3630543,-10.116057,-4.570887,-7.7641473,-11.720258,0.7771378,-3.1739144,-7.590728,-0.8652128,-1.8853511,-1.5707961,-2.7885423,-1.9692905,-0.55282575,-6.213937,-4.2590294,-2.0019476,-3.4701793,-0.94448984,-2.8734689,-5.3135242,-3.9143064,-2.7704446,-3.8826206,-6.228197,-3.4500487,-3.1264346,buka
-97.94067,19.121992,15.930612,7.701157,1.3449231,-0.77577835,-0.96768993,-0.7190804,0.012882681,0.25103799,0.6714981,0.9592165,-0.20606829,-2.2548442,-4.0346775,-5.052482,-5.13704,-2.6795375,-0.71871483,-0.3594105,-0.5186745,-1.3045352,-1.3743571,-1.2926947,-1.5112776,-1.807026,-1.6344081,-1.9454899,-2.1402977,-1.7904457,-1.3624457,-1.1257428,-2.345138,-3.176667,-3.5886765,-3.2604585,-2.3621845,-2.7366977,-2.63951,-2.1025734,buka
-332.858,132.19604,1.3297547,9.446909,-16.397552,-21.022402,-7.6226153,-6.546887,6.2724423,-8.001961,-7.052043,7.907653,-3.4724407,-6.361658,-5.7268214,-8.719614,-10.660756,-9.274707,1.2003368,-2.948398,-7.073843,0.03554623,-2.2525983,-2.234373,-1.9430344,-4.6358247,-3.1517665,-5.9726415,-5.2602544,-1.6026791,-2.5096307,-1.4060928,-2.7870529,-5.3691726,-4.107443,-4.4629903,-5.308386,-4.6245933,-4.4073215,-4.561433,buka
-409.83115,134.42844,-2.4504266,12.593868,-13.789486,-21.83632,-16.386349,-3.0652401,11.266303,-13.24546,-8.741041,2.276015,-1.3991764,-4.2364907,-10.875772,-1.7652857,-9.19009,-10.928952,3.298613,-8.377946,-7.940441,0.37188062,-2.8741038,-1.9529294,-3.7655764,-1.4135978,-3.2634516,-7.014802,-1.5669388,-2.5254817,-3.4754038,-1.8910187,-3.871557,-4.4359665,-3.603817,-2.1673431,-4.5591516,-5.231995,-2.002564,-5.2219706,buka
-161.46135,41.0294,8.737621,-3.6415992,-6.0856395,-9.2962675,-8.102451,-0.58238786,2.8600695,-1.5376133,-3.4068196,0.47542778,1.0109789,-2.018182,-2.729756,-3.4675686,-4.764246,-4.315162,-2.5153894,-2.9239736,-3.924041,-1.6270925,0.5129344,-0.36565202,-1.6645565,-0.5975353,-0.50406665,-3.0066545,-2.815873,-1.1314696,0.3771233,0.10953134,-0.97344995,-0.8836254,-1.1759425,-2.17574,-2.5333476,-2.3040013,-1.4171219,-1.4177301,buka
-277.3988,52.067184,10.605004,1.009622,-4.056977,-4.097946,-0.4405788,5.7053337,5.272334,-3.7064147,-2.6261017,-0.12343251,-4.393992,-8.47102,-6.9588447,-4.348489,-5.157322,-4.963369,-4.519008,-3.117604,-2.2714956,-2.885833,-2.9552443,-3.2382855,-2.9571595,-2.9663231,-2.8209534,-2.004657,-2.6040208,-2.861102,-4.506047,-5.560592,-4.046313,-3.8245525,-4.7712955,-3.4306073,-2.496793,-2.6115172,-2.8175604,-3.9947455,buka
-134.27744,26.285688,19.867315,8.805862,1.9346354,-1.2182604,-1.1553527,0.05764047,0.3477135,0.3732014,0.86727434,1.4158589,-0.28601977,-2.5687397,-4.7411537,-5.500971,-5.5435395,-3.6597683,-1.3401712,-1.2061696,-1.7880605,-1.889528,-2.0345433,-2.3359811,-1.9017895,-2.1711466,-3.0168462,-3.5573502,-3.1799,-1.9549313,-0.86873657,-1.6205095,-2.7503898,-3.4378078,-3.6124036,-3.5853834,-3.4219291,-3.3352005,-3.5242167,-3.523916,buka
-331.80307,112.95123,7.833162,3.9167535,-14.813723,-22.959888,-14.191127,4.698633,4.3794775,-11.916011,-4.890894,1.9435979,-2.7952156,-8.745858,-9.632275,-4.9453154,-10.874032,-6.403948,2.1670525,-9.185647,-4.2510443,1.6877799,-3.1060622,-3.7607176,-2.687135,-3.0030386,-6.888279,-3.5240254,-1.575452,-3.129757,-1.2861832,-3.561835,-4.5819845,-4.5227685,-3.2515612,-4.9243946,-7.0111046,-2.4368174,-4.832243,-5.668644,buka
-177.71367,42.861095,9.305823,-0.8194486,-3.0114658,-7.647222,-7.174876,0.028828239,4.1136703,-1.7047962,-4.101978,-0.16731113,1.1385788,-2.5451126,-5.1718307,-4.721513,-4.1373243,-3.3314805,-1.9801776,-2.7311223,-3.4083922,-1.7902071,-0.82654506,-1.670787,-1.5817243,-1.3706782,-1.1976131,-1.9998885,-2.0691788,-0.09924883,0.07603703,0.19854535,0.0795882,-0.68948984,-1.0009557,-1.6336886,-2.6575084,-3.2982244,-1.7283413,-1.6241703,buka
-405.46164,126.561386,-1.0982708,5.630331,-1.8169576,-12.636416,-13.334297,-6.1009827,8.076977,-3.9254124,-5.6993074,-0.25884295,-2.5346894,0.01948976,-4.980155,-2.66671,-2.9311717,-8.303788,-2.0086777,-6.7659926,-7.3689966,1.2452285,-2.4575138,-3.287837,-2.5165417,-2.57928,-1.2128314,-4.6725,-3.277594,-2.586964,-5.6652656,-3.0586157,-2.0122347,-4.3262134,-3.9810064,-1.7206101,-2.9594307,-5.6115937,-3.5407674,-3.4921818,buka
-356.6446,113.426,0.93271375,1.0900418,-5.7418013,-15.61266,-12.382205,1.2344455,4.183935,-6.276047,-4.0271516,-1.4050605,-2.1908455,-3.1380475,-6.275847,-3.703085,-6.80312,-6.784472,-3.1425524,-6.9297347,-0.8067915,0.17429207,-5.1982336,-3.313355,-2.980964,-2.6362505,-6.281572,-4.1371107,-3.0965774,-6.0652447,-2.6977856,-2.6200721,-5.437451,-4.264148,-2.6380563,-5.8865914,-5.9769235,-2.8206773,-3.7486024,-4.3715262,buka
-149.33157,51.44171,20.367239,3.6202521,-6.9122534,-11.971597,-8.237859,-1.9520625,0.40607336,-3.698513,-4.091408,3.0803308,2.6711848,-4.1742764,-6.0952053,-6.487977,-9.151816,-6.54434,-1.3420035,-0.4430757,-2.4562068,-2.3619812,-0.7690023,-0.3194913,-1.0633366,-1.4803491,-1.851332,-3.7205083,-4.011564,-1.9984472,-1.1919184,-0.87208235,-1.3895826,-3.7584198,-4.239586,-1.486895,-1.7105397,-3.661778,-3.3977077,-2.5054693,buka
-421.12747,78.48945,6.9412723,-5.038719,-14.592753,-10.74468,-1.1881433,7.704474,-2.2566671,-8.203,-0.08416639,-0.051244736,-4.1572876,-2.2152412,-4.3827424,-6.495909,-5.687695,-2.0968966,-7.8969803,-3.2305193,-3.6561513,-6.600204,-3.9302685,-2.209951,-2.6956728,-3.0932105,-1.4354007,-3.2221806,-3.0725205,-4.0434623,-4.8047786,-5.1691413,-2.6149364,-4.246413,-3.2556868,-2.3771586,-4.0219326,-2.6214008,-3.7650309,-1.6645495,buka
-133.33075,26.854832,9.035101,0.22211668,-4.175612,-7.3732305,-5.5617743,-0.7528311,1.2946204,-1.1838285,-1.3407446,0.81192786,0.45488527,-1.5072848,-2.9995787,-3.351939,-2.81183,-1.6906343,-1.3797693,-1.5083,0.010694137,-0.42257088,-0.99008757,-0.33526224,-0.5713785,-1.4169612,-2.6236274,-2.1676788,-1.0741173,-1.6002663,-1.6670424,-1.6411366,-2.879273,-2.632923,-2.0978928,-2.4973001,-2.5193005,-0.9184156,-0.6694452,-1.142322,buka
-415.0206,115.02321,10.157788,10.227653,0.4094427,-12.7366905,-13.96555,-9.282307,10.273886,5.136989,-10.116644,-4.7644453,3.6469216,1.6986862,-8.14964,-8.030484,-5.4773383,-7.5171895,-4.2227197,-8.845647,-7.9495583,0.4103778,-5.95411,-5.669855,-1.110035,-4.418032,-0.6071019,-1.1626378,-3.9141788,0.1681115,-1.6828036,-2.4928608,0.5618828,-0.6132986,-2.278597,-2.6973689,-1.8323103,-1.6787102,-3.8113372,-4.73258,buka
-164.36366,48.97674,19.355227,5.795882,-4.8197846,-13.1424465,-11.283706,-1.8411365,3.3978786,-2.355351,-3.7635505,2.0046256,4.1840215,-0.40466636,-4.2236805,-4.6488423,-6.7801294,-6.450738,-1.7088767,-1.6358637,-4.1574116,-2.2642748,-0.24846074,-0.21295877,-1.7251629,-2.5903876,-1.7633983,-3.8939657,-4.2743945,-2.4228816,-1.4460759,-0.40036747,-0.4807192,-2.1156144,-2.2145755,-2.2565928,-1.9024746,-2.5506692,-3.4955695,-2.6393251,buka
-359.52625,106.32901,27.17905,15.644518,2.7722826,-3.8817635,-11.132496,-15.450322,3.922817,11.833305,-6.403327,-5.737502,1.7936811,5.205068,1.8602947,-7.6076384,-2.8737304,-5.4417057,-7.264007,-6.4201756,-4.5751386,-6.739921,-6.9419174,-2.5732841,-3.43515,-2.3854232,-3.4786577,0.4248308,-3.2181706,-2.0043955,-0.57233804,-5.967404,-4.353824,-0.40174472,-1.6640884,-0.8552068,-3.1953404,-2.3846188,2.290403,-3.1070967,buka
-413.9661,117.735435,8.863352,5.2686844,1.4572518,-8.421327,-11.414861,-8.507041,6.48058,1.0796132,-5.9873285,-0.75175446,-1.4802356,-0.08963951,-2.1900618,-2.7412586,-0.5659152,-6.9890866,-4.1594067,-1.8659053,-8.424878,-4.05544,-0.44932148,-2.1618116,-1.9105843,-3.3960211,-1.1513718,-0.48678595,-2.9207704,-0.8784897,-2.1550956,-5.1580973,-3.4662774,-2.7627716,-4.487977,-4.3923883,-1.5643843,-1.7029235,-4.013206,-2.4266472,buka
-466.2346,110.22641,16.78679,18.448105,-1.7741076,-5.17455,-1.1348504,-0.07399731,12.547661,0.77882993,-5.540952,0.7856107,0.34125906,-2.6939826,-8.585185,-4.8328013,-4.306419,-6.432642,-2.9427586,-6.7394266,-4.5027175,-1.2417333,-3.5190048,-2.6809266,-5.185172,-4.5406303,-4.6495895,-7.1469283,-3.5811977,-3.8387022,-4.0286884,-1.3628603,-2.555569,-3.632618,-3.2754679,-2.3552206,-3.2302806,-4.2074537,-3.9545972,-4.766671,buka
-394.71747,123.78443,3.7639453,11.599831,-6.0760107,-16.861088,-13.461768,-3.6986868,14.648378,-1.3492587,-10.670807,0.105652645,2.100767,-6.755468,-13.860201,-6.066893,-5.7641,-6.0044074,-4.153643,-9.722882,-2.3108609,-3.0719972,-7.1733313,0.48392794,-3.1762607,-3.0076802,-2.2298067,-6.1995015,-0.9987281,-2.3810868,-2.4958556,1.9930952,-2.0325716,-4.175618,-3.249861,-2.7150521,-3.2180748,-4.4932404,-3.167745,-2.860844,buka
-411.51852,133.7098,6.109187,15.538354,-5.2913575,-11.866968,-11.220794,-8.127159,15.940232,-0.29624385,-11.901237,2.4567533,4.159336,-3.7724233,-11.443741,-6.5928597,-7.2386045,-9.875284,-4.4382443,-7.6552477,-5.619073,-2.5248768,-2.9484713,-0.9057678,-4.164102,-2.1951907,-2.9384782,-5.961353,-2.008264,-4.8036647,-2.8618793,1.7233108,-3.1738503,-4.1891274,-2.5916753,-2.2292747,-3.5362048,-6.359357,-4.791516,-2.9561694,buka
-159.56769,40.42556,12.645535,1.6138276,-0.56363165,-4.7801833,-7.5522804,-3.112027,2.6842427,0.8561557,-3.2398818,-1.8028444,0.72208863,0.27856302,-2.7897158,-4.2080965,-3.9964182,-4.798449,-3.7507954,-2.0421906,-3.1246412,-3.2147677,-1.7670361,-0.93775773,-0.93236005,-2.2387798,-2.2283657,-0.98444766,-0.88480216,-1.4939882,-1.5782489,-1.3695081,-1.0036137,-0.70770615,-1.1741718,-1.4174247,-0.7945209,0.0067546526,-0.7679361,-1.5930914,buka
-391.9004,126.672134,-11.963084,4.7036123,-13.591114,-15.459434,-8.753681,-3.6225603,12.817326,-8.7038,-9.731747,3.9701142,-1.8585275,-3.373944,-5.915091,-1.0621828,-4.2690744,-8.002258,-0.15992011,-7.396312,-6.845547,-0.06213362,-2.6023903,-2.7563963,-5.1321206,-1.9660531,-1.4744933,-5.398675,-1.9046928,-2.8823738,-2.530144,-0.579252,-1.958945,-1.4000245,-2.9993494,-2.9093678,-3.9832873,-5.4675426,-2.457962,-2.847357,buka
-367.98892,126.95468,-0.9758565,12.167412,-7.251475,-18.005331,-14.40669,-6.6521654,14.1868105,-1.8027664,-12.3061495,-0.79068637,2.2755592,-5.2827077,-13.582675,-6.1903477,-6.0320244,-6.9959583,-3.7443042,-10.098413,-2.201321,-1.3413634,-7.912553,0.058478132,-2.2392197,-2.9908175,-1.4459071,-5.994013,-1.5513875,-2.2219894,-3.287041,0.9046071,-1.9939357,-3.7436523,-2.939983,-2.7784626,-3.4757395,-4.538163,-3.8018734,-3.7121904,buka
-405.46344,126.56226,-1.0969582,5.6280594,-1.8165534,-12.633658,-13.334709,-6.1012235,8.079428,-3.9250946,-5.6989536,-0.2570934,-2.5347195,0.019803148,-4.9796615,-2.6655073,-2.9303384,-8.304456,-2.0076869,-6.7665973,-7.369185,1.2467445,-2.4583538,-3.28684,-2.5149314,-2.5791972,-1.2124275,-4.6716466,-3.2768614,-2.587832,-5.6633463,-3.0574903,-2.013293,-4.323335,-3.9814634,-1.721201,-2.9569082,-5.6125875,-3.5406697,-3.4922364,buka
-408.30978,125.85594,-2.3150795,6.5551167,-2.440887,-12.812458,-13.712949,-7.560321,7.3356485,-4.514555,-5.731469,-0.39465043,-2.924206,-0.1113378,-5.8255153,-3.1324348,-2.8681195,-8.125697,-1.5248123,-6.7985654,-7.395255,0.8850307,-3.1313708,-3.204435,-2.714364,-2.6160572,-0.5229982,-4.357895,-3.0670066,-2.6286788,-6.2871857,-3.6204033,-2.2949898,-4.4839287,-4.262167,-1.6207374,-2.2399738,-5.299183,-3.7510183,-3.6664593,buka
-223.33508,48.59811,23.304287,11.476016,0.90187734,-8.444919,-9.3479,-4.380063,0.9534746,0.15231533,-4.3704147,-3.6256876,1.6510246,2.7448404,-0.3708526,-1.8752992,-1.2952998,-5.364755,-8.098601,-3.9710054,-2.0939214,-2.9712179,-2.3605204,-1.8390542,-1.2306832,-1.209309,-1.7552817,-0.7635167,0.12080224,-1.405539,-2.004881,-2.361743,-3.0100274,-1.9078223,-0.11692797,-0.7476711,-2.2473626,-1.0199188,-0.065434955,-2.299302,buka
-392.90768,102.890045,18.621077,17.734688,0.22969866,-4.5403705,-2.146993,-0.5121122,11.743263,1.2812164,-6.0373325,0.0004948127,0.20248008,-2.9861388,-8.270556,-5.4194317,-4.433126,-6.1785183,-3.6812015,-7.102385,-5.480412,-2.4007864,-4.623869,-3.646812,-4.5578184,-4.073525,-4.3203197,-6.5575743,-3.653761,-3.7029502,-4.2033095,-1.7435272,-2.5982518,-3.708686,-3.4337401,-3.4608672,-4.5988994,-5.017954,-4.6549416,-4.9875455,buka
-207.93446,65.21076,10.390436,-7.042842,-8.7216,-12.383102,-7.399683,2.8916726,1.6303962,-5.894786,-2.9334097,-1.1513919,-5.917965,-6.856702,-4.22453,-3.9585273,-4.875259,-4.380396,-3.816963,-3.6773586,-1.0678474,-0.3518335,-2.8273737,-4.225771,-2.3075929,-1.9473978,-2.5339048,-0.54595786,-0.43985733,-1.0450794,-1.7521923,-2.661011,-1.4751433,-1.5071138,-2.599993,-2.9136193,-2.1958966,-1.6269041,-2.8604717,-3.0034418,buka
-154.45888,31.435577,22.202684,9.457548,1.1127808,-1.688084,-1.8525299,-0.5892221,0.39377308,0.26059365,0.22712962,0.81680864,0.31992093,-2.5067818,-5.0590878,-6.6809793,-6.458701,-3.8986914,-1.4448895,-0.95785075,-2.2990105,-2.249834,-1.4542165,-1.8290612,-2.3374887,-2.364112,-2.8485758,-3.6690555,-3.38903,-2.0306194,-0.8495654,-1.9681019,-2.9736862,-3.6191366,-4.150682,-4.1709275,-3.147098,-3.0241702,-3.5279543,-3.370444,buka
-385.36954,143.43185,-4.9288816,13.734457,-14.504423,-21.35877,-7.04467,-9.22528,8.906765,-5.852581,-12.917342,9.252308,4.712331,-9.625806,-10.528589,-3.1062522,-9.573153,-12.578551,2.8259223,-1.755344,-7.806667,-1.0225667,-2.3156226,-1.598263,-2.1580873,-2.5152447,-2.076973,-7.2347374,-4.0245514,-2.161171,-5.3609757,-0.87637544,-1.2263283,-6.467955,-3.9610286,-0.55720663,-3.5140758,-6.280476,-4.9127727,-3.5245776,buka
-363.6256,95.86165,-7.235508,-11.282671,-17.99669,-12.346042,-3.2876341,8.200193,-5.3376684,-12.216274,0.8047521,-0.1650409,-10.251425,-5.180973,-4.379403,-7.438189,-6.531431,-1.9653571,-8.603145,-1.0901995,-1.8002516,-7.7332907,-3.7904947,-1.8863267,-3.5603445,-3.0966873,-1.8883007,-3.400607,-3.826936,-5.7327995,-5.21832,-5.3744836,-2.9373636,-3.4635518,-2.2273376,-1.5297753,-4.5537133,-2.2463956,-3.4707403,-0.2848014,buka
-309.3632,54.69191,18.448992,9.416843,3.7868319,-1.9253452,-4.1931925,-3.9026592,3.5696146,4.9571176,-1.081306,-1.8825687,2.1835825,3.2137547,-0.40533864,-3.8504832,-4.7628837,-5.0963545,-4.4325595,-3.781846,-5.0223303,-4.315436,-3.2155678,-2.86656,-2.2183697,-2.4394107,-1.8265606,-1.2126582,-2.1130378,-2.5009346,-2.0091608,-2.9389353,-2.444455,-0.5991982,-1.1150794,-1.591187,-1.0173625,-0.8214971,-1.2455803,-1.5515854,buka
-387.15018,142.34514,-6.5800014,4.70218,-4.23889,-11.620015,-12.112668,-4.341774,14.528479,-5.6797276,-9.050238,2.8207474,-4.746222,-7.09668,-9.084245,-4.940746,-3.9857614,-7.1832094,-1.0090613,-4.28004,-6.571476,-3.035791,-3.2884102,-3.4004772,-6.3812957,-4.8214083,-3.9990737,-6.419327,-3.0072873,-2.5050335,-2.709937,-2.3560793,-4.2123456,-3.3600583,-3.1801457,-2.454456,-2.1168623,-3.8221138,-2.638874,-2.3592412,buka
-394.90854,135.03297,0.43678778,14.571729,-9.559674,-19.790403,-15.500549,-4.298003,14.398108,-8.570506,-9.529477,3.7535493,0.62457657,-1.2575276,-10.0417385,-3.63765,-6.9295225,-14.035572,2.4665992,-3.2671463,-10.152917,-0.76623374,-1.3415756,-1.3522121,-3.3941731,-3.0951195,-1.8098133,-6.8480387,-3.892899,-2.351297,-4.6582255,-2.1506355,-1.1627575,-1.7875912,-2.770283,-1.7926633,-2.2256503,-5.5289335,-3.4523623,-3.3171039,buka
-540.4581,112.07384,35.991013,18.887255,8.657283,-3.324786,-1.7038182,-0.9426207,0.033113077,5.658143,-1.6323601,-2.3476045,7.6759534,-1.3266647,-3.6409717,-1.3164295,-8.194652,-7.1436276,-8.148948,0.5327341,-2.525133,-4.600929,-1.7003621,-3.3206692,0.043946706,-5.0696974,-0.06858585,-2.2969398,-2.6562233,-2.8812814,-4.172583,-5.1106915,-1.075049,-3.337115,0.13356215,-2.989348,-5.587786,-3.4870498,-3.4568129,-5.3994236,buka
-429.08228,128.9287,39.0878,-2.6130044,-8.097399,-13.762675,-15.064073,-5.952382,0.04346976,-3.0786436,-4.641485,-0.08782959,0.2671307,-6.032069,-9.166571,-8.3772135,-8.06453,-5.3466682,-1.9231929,-3.2941008,-4.9247146,-3.0800512,-2.3926406,-2.529022,-0.91062295,-1.4562465,-4.3767467,-5.0335236,-4.4073877,-3.9821773,-1.7527544,-0.4077236,-3.3054929,-6.0622835,-4.5996575,-2.7206688,-4.4844966,-6.3461823,-4.193564,-2.4234672,buka
-331.47916,133.76195,2.2810142,12.564645,-9.483049,-20.466932,-16.821955,-5.582359,12.568362,-8.621383,-10.510403,2.6389256,0.16473962,-2.3447459,-9.758756,-3.4806204,-7.109217,-14.1591625,1.3104111,-3.5911539,-10.308245,-1.5294539,-1.6514741,-1.4570256,-2.85735,-2.1713364,-0.99209005,-6.1630683,-3.9017823,-2.484203,-4.012899,-1.3398229,-1.3370773,-2.7281244,-3.6477003,-2.3244443,-2.6915834,-6.1669235,-3.492613,-2.768688,buka
-356.8292,128.5418,6.3386483,11.001318,-11.875918,-21.713337,-11.412781,-2.677093,8.356933,-9.137186,-10.218026,4.1570253,1.067935,-5.3676534,-10.118765,-4.5728626,-7.769059,-11.723385,0.77628756,-3.1771452,-7.593834,-0.86842203,-1.8887542,-1.5727317,-2.7909017,-1.9716914,-0.55587804,-6.2168694,-4.2609453,-2.006208,-3.4739377,-0.94482374,-2.8751428,-5.3183613,-3.9178333,-2.7720165,-3.8871512,-6.2326455,-3.4510589,-3.1289945,buka
-381.6593,133.78905,2.310591,12.59191,-9.458519,-20.438398,-16.793646,-5.556731,12.596554,-8.593562,-10.485377,2.666711,0.19233729,-2.320504,-9.730203,-3.453042,-7.0866084,-14.132215,1.3379878,-3.5654283,-10.28189,-1.5040686,-1.6243867,-1.4311671,-2.8329713,-2.1454122,-0.9666383,-6.1367755,-3.8772924,-2.460844,-3.9872892,-1.3153398,-1.3124281,-2.7027807,-3.6228418,-2.3009512,-2.6693149,-6.1413455,-3.4670193,-2.74505,buka
-382.40353,142.41551,-3.477764,3.1173499,-6.9668627,-15.300666,-15.323151,-5.543983,14.287417,-5.227483,-9.340156,2.747481,-4.3063235,-6.8934803,-8.689171,-4.9849386,-3.17983,-6.210165,-1.785811,-5.1456223,-7.3101153,-3.696606,-3.2003372,-3.1301565,-5.4807496,-2.8743358,-1.4253033,-3.844162,-1.420715,-2.1339097,-2.1375182,-0.64959234,-2.6501932,-2.819443,-3.0392203,-1.6907429,-0.93270546,-3.2887704,-2.0007727,-1.5155705,buka
-161.25328,49.546173,17.981209,2.8071992,-4.116533,-11.815648,-13.474142,-3.8909667,4.3212643,-0.48620412,-6.7205157,-3.4950962,0.45495343,-4.6290016,-10.215138,-7.3358555,-3.3837698,-3.8314865,-5.2795877,-3.938511,-0.85430616,-1.4134605,-2.7649753,-0.0038257062,0.57422566,-0.41696718,-1.7459905,-2.6044483,-1.4821835,-0.53764194,0.35393125,1.216301,-0.09860668,-1.9658774,-1.9007884,-1.1040837,-1.2265306,-1.9424365,-1.4925904,-1.3004547,buka
-568.25024,123.90501,33.752167,12.822539,12.357624,-1.965623,-5.1567917,2.4736333,4.3041825,0.9354285,-0.2328424,1.4715056,2.2355452,-0.7813994,-4.6693788,-4.9759665,-6.6604633,-9.113619,-4.1259756,-0.1863621,-3.5551515,-4.3180337,-2.0572534,-1.6169523,-1.733244,-2.0376341,-1.9323454,-2.1546514,-3.7744598,-4.3959346,-3.5478797,-2.7233164,-1.9627801,-1.341384,-2.440951,-4.7178254,-4.609496,-3.603377,-4.567739,-5.016502,buka
-453.2317,101.8906,11.774595,11.839193,-8.677873,-4.021065,-0.43501174,5.981938,5.649216,-10.367911,-3.5377247,-1.1634955,-6.357141,-10.588274,-7.3022237,-3.9253101,-7.3930025,-4.755546,-7.0226355,-4.2228975,-2.5598226,-6.704538,-5.0088043,-6.204544,-5.2030525,-5.4891977,-3.9445877,-0.97681475,-3.9301171,-3.4436111,-4.905232,-6.45652,-4.5829873,-4.713459,-5.340344,-4.605394,-3.3011699,-4.3157024,-5.0648866,-5.462521,buka
-392.48077,136.54436,-2.729283,2.542612,-3.9415226,-13.232433,-14.637968,-5.030804,13.280209,-4.261272,-8.416015,2.8793392,-3.422628,-6.559767,-7.9523425,-5.131462,-4.5725164,-6.711245,-1.7057049,-4.8019433,-7.140513,-3.5300732,-2.953748,-3.3706958,-5.7068214,-3.66575,-2.925268,-5.49376,-2.998132,-2.9275444,-2.6814766,-1.1776907,-2.9895554,-3.2594984,-3.5317907,-3.1011055,-2.4437456,-3.8026876,-2.8877916,-2.3082669,buka
