mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,label
-385.24268,128.90819,39.070137,-2.6321924,-8.115794,-13.779469,-15.083386,-5.9740553,0.022845516,-3.0967906,-4.658281,-0.106105134,0.24705584,-6.051781,-9.185319,-8.394948,-8.081634,-5.365706,-1.944652,-3.3137627,-4.941772,-3.0986252,-2.4117067,-2.5460558,-0.92801994,-1.4737135,-4.3933454,-5.052235,-4.4280825,-4.0021844,-1.7700092,-0.42137656,-3.320331,-6.082155,-4.6199117,-2.7376368,-4.5007973,-6.36351,-4.210246,-2.4389684,buka
-453.83725,94.5178,4.6604276,20.769978,2.5661268,-12.360338,-11.947123,-6.850563,7.7999296,-7.782407,-13.821136,-3.0061483,-9.508197,-12.346249,-6.353031,2.177391,3.6859555,-1.1871507,-0.046231706,-0.965611,-2.0534165,-3.6047173,-5.6392107,-1.0134133,-2.071034,-5.5689373,-2.2735083,-1.7702746,-2.8013873,-1.6691297,-2.9525414,-3.5075896,-1.095877,-2.8185782,-4.887605,-1.8701549,-1.3614203,-1.8561039,-1.3761784,-2.9145496,tutup
-351.44055,113.72449,-11.23998,16.726305,-0.53198063,-10.6993,-3.8441734,-3.6718764,5.4399743,-7.4209905,-7.352858,-2.4933455,-9.650406,-7.5271826,-7.423112,-1.9362336,0.3579456,-2.7461038,0.23658012,-3.2214692,-4.028941,-2.2261035,-2.015399,-0.5337083,-4.257492,-4.9885397,-4.2216506,-4.5166693,-2.3440342,-3.3171446,-4.053155,-3.317968,-3.0821664,-3.2825294,-3.035142,-1.0611525,-2.288657,-2.7099407,-0.9530934,-2.8443604,tutup
-448.35403,118.11886,13.412816,25.554401,0.70033145,-16.508015,-21.274624,-10.020006,21.897024,-3.3989065,-22.28524,-0.40577933,-5.8735404,-18.8967,-11.492552,0.0025532548,-0.628632,-6.7154264,-2.8494189,1.0657381,-1.3412772,-3.0668952,-1.1859148,-1.9057162,-5.641822,-4.3119664,-3.1176782,-4.5275974,-3.5072117,-1.2785763,-3.0170712,-4.9641724,-1.3381449,-4.4127493,-7.062762,-0.07661982,-0.578038,-1.6807696,-0.09028486,-3.1459758,tutup
-319.52377,56.440365,9.574535,6.4491005,1.8990104,-7.8046975,-6.874649,-0.78384036,3.468956,-4.2894716,-7.962218,-1.3486109,-3.2377565,-9.083421,-5.503682,-0.6714525,-0.83795786,-1.7413715,-1.1661688,-0.26098,-0.80609685,-1.4902073,-2.222023,-2.472327,-3.160931,-4.192258,-3.7496042,-3.064749,-2.897239,-2.4282203,-2.466265,-2.0627127,-1.92137,-3.3240573,-3.1854181,-2.2507935,-1.9683703,-2.1226797,-0.8841345,-0.9515715,tutup
-224.27652,44.081055,18.944225,13.5352745,4.928489,-10.181259,-15.594826,-3.535423,6.35199,-2.7876937,-7.963227,-1.8199387,-2.9979088,-9.690921,-8.531247,-2.7465858,-1.3893731,-3.7593102,-1.3510307,1.9721923,0.5980597,-2.1751714,-2.9923182,-2.476232,-3.257316,-4.0721993,-1.6245388,-1.008164,-1.3457865,-0.057958364,-0.54285353,-3.0971694,-3.3845475,-3.0290122,-2.902032,-1.8166668,-1.5584388,-1.0092068,-0.8100999,-1.888329,tutup
-423.78162,116.56039,-12.1873455,16.381395,-0.5073175,-12.123138,-4.677289,-3.4482794,4.651991,-8.031105,-6.139818,-1.7504685,-9.800362,-7.6928644,-7.7706947,-2.1264682,-0.85105073,-4.145125,0.4461377,-3.3601,-5.369199,-3.8222942,-3.5468647,-0.8834254,-3.7851605,-4.7523355,-3.9087956,-3.851319,-0.3063465,-0.04521129,-1.0444885,-1.670725,-3.57969,-3.693962,-1.9884351,-0.9559112,-3.2500598,-3.314065,-1.240076,-3.2433007,tutup
-387.02454,95.50417,23.50729,19.972815,-2.0757198,-20.693243,-16.07105,5.946544,9.134609,-12.043692,-14.126781,-3.014691,-8.970916,-13.465392,-4.299009,4.2582636,-0.89668393,-7.2047033,-0.96238977,-4.083694,-7.0204954,-5.021157,-6.729612,-7.3039517,-7.6954236,-5.0102997,-7.3336306,-2.030144,-3.6940694,-6.8856235,-3.9143617,-5.651372,-3.3262372,-4.487629,-0.75019604,-2.702919,-4.6995964,-2.817734,-5.1602383,-6.015781,tutup
-464.95743,111.51502,15.84123,24.743101,4.410222,-14.762688,-19.682379,-6.496868,21.18912,-2.0679765,-17.500044,2.20162,-6.1809936,-18.715557,-9.759729,0.22340348,-0.5818502,-5.698435,-1.5687008,1.0055826,-3.28556,-3.2887576,-3.0927892,-5.617203,-6.1910315,-6.1242104,-4.891103,-2.8403268,-2.6082976,-0.87475073,-2.1964731,-5.7435713,-3.1430702,-4.8656797,-7.1090083,-2.1168816,-2.7944043,-3.5445282,-1.6739408,-3.7468348,tutup
-211.21751,55.0277,11.24782,3.4084992,2.8850923,-5.0620255,-7.86305,-2.9568923,2.100629,-2.4139466,-6.073551,-1.7819775,-3.0461526,-8.599126,-9.34009,-3.7176466,1.0364015,0.3802305,-0.763932,0.5840135,0.32095203,-1.2119544,-1.9708586,-0.50320953,-1.0604105,-3.5881908,-4.4780126,-3.673561,-2.3627973,-1.1602813,-1.3844085,-2.0409021,-1.0790796,-1.1417927,-2.5595624,-3.464836,-2.88337,-2.3105836,-1.8589606,-0.5373802,tutup
-471.25815,96.4344,6.0532646,14.702601,1.014906,-10.787641,-5.745471,-2.3797338,6.028356,-6.4942355,-11.882001,-0.35947472,-5.1884575,-10.872924,-6.4512906,-0.5908253,0.07435779,-3.2729006,-1.8548542,-1.0747887,-1.6979388,-1.9377309,-3.3244662,-3.0680325,-5.1314692,-6.5486155,-4.969371,-5.3120584,-4.656504,-4.0265446,-4.613375,-3.776952,-3.5510097,-4.018397,-3.3291857,-1.9784715,-2.6016476,-3.226218,-1.3048145,-1.8815628,tutup
-224.80424,55.03964,24.627378,17.582718,4.836863,-12.357568,-17.666803,-5.1375847,7.3746195,-3.7762136,-10.012387,-0.5587457,-3.687669,-13.372751,-10.895369,-3.0913935,-1.2992034,-5.911679,-4.507164,0.38233033,-2.0670974,-5.5718336,-3.302151,-1.6311771,-2.789839,-3.9989567,-2.7728481,-1.1404344,-3.0667562,-3.1650424,-1.336678,-2.2760162,-2.8219206,-1.998213,-3.0610118,-2.6504073,-2.2812412,-1.7346199,-0.74965453,-1.2016156,tutup
-255.45183,44.50716,18.15451,13.019925,4.450277,-9.820164,-14.377564,-2.207169,7.919879,-1.7054235,-7.8229523,-0.7349358,-3.4138722,-11.377391,-9.013997,-1.3227288,-0.09020808,-3.5343204,-1.9756341,0.9405715,-0.2994228,-2.174796,-2.0039563,-1.941066,-3.619897,-4.0191355,-1.6808579,-1.4445592,-2.220809,-0.8071433,-1.2411704,-3.226826,-3.2355118,-3.0965939,-3.5867088,-2.5390065,-1.8426337,-0.77776945,-1.0360652,-2.0783193,tutup
-235.52644,33.132957,11.301774,5.1617675,0.26881337,-9.433811,-10.214043,-1.6651753,3.1424391,-1.1973597,-2.2928858,0.51137877,-3.3550847,-7.9027147,-5.4649377,-0.9463601,-1.9049007,-3.2243252,-1.5619888,-0.18550895,-1.0161955,-2.4763446,-2.274027,-1.5599312,-3.3105326,-3.0903623,-1.1811365,-0.29566696,-0.44924414,-0.25607976,-1.1366745,-2.3633852,-2.265185,-1.9063658,-2.0682337,-1.1678405,-1.2927616,-2.086443,-1.7874463,-1.3665909,tutup
-218.80714,48.08569,9.589829,3.3925793,0.6622731,-8.238967,-5.5874286,4.274872,-0.13328075,-10.518103,-7.09288,-3.069326,-9.370036,-8.913081,-0.23685455,2.3980124,-1.2065432,-1.5532595,-0.5564003,-1.1656288,-1.7896674,-1.722878,-1.2580568,-4.144333,-7.534806,-5.6260533,-2.5617676,-4.288481,-5.399949,-3.4134233,-2.828538,-3.0457945,-2.3174407,-0.7309118,0.36179844,-0.9379675,-2.9956877,-3.8169394,-3.6475768,-2.3005323,tutup
-240.6158,54.623505,25.889826,14.868709,2.6556003,-13.144636,-16.175507,-3.3289597,6.241557,-2.7308629,-9.114843,-3.8955846,-4.996711,-11.363258,-8.833677,-2.0384905,-0.91394615,-3.8427403,-3.0780303,1.1199489,-0.05057655,-1.9951516,-1.2777013,-0.32287034,-2.3340132,-4.0224743,-2.924899,-2.7203531,-3.743007,-3.5977855,-3.5352883,-4.41461,-4.6469607,-4.2068124,-3.6491005,-2.8124416,-1.607751,-1.212752,-0.99797726,-1.3959794,tutup
-261.9083,64.051796,20.72184,14.341831,7.1092744,-12.195249,-18.36335,-3.4526968,10.696643,-0.9572481,-12.9052725,-3.984683,-1.1670908,-10.670424,-10.000302,-0.21281143,0.8538904,-3.437098,-3.303978,-0.9667405,-0.2524701,-3.165628,-4.1512485,-2.7052975,-5.01913,-6.060122,-3.463199,-4.1738567,-4.5647078,-2.309818,-2.9363096,-4.46924,-4.0874286,-3.9012437,-3.789303,-4.098182,-2.7686343,-0.39017206,-2.0878162,-2.8173654,tutup
-229.76282,56.186714,18.229267,8.56933,7.496967,-3.8431263,-13.708541,-9.691833,2.5145798,2.3448784,-7.0094132,-4.8649974,-0.39625952,-4.8875747,-9.756641,-8.077133,-2.0073137,-0.8205321,-2.6731179,-0.7918101,0.96326756,0.84068805,-0.6582225,-1.1665372,-0.71190435,-0.28285232,-1.4588972,-2.194811,-2.205634,-2.2979705,-2.968409,-3.1736012,-2.9214492,-2.7913487,-2.5095034,-2.4492693,-3.030336,-2.5120244,-2.2603714,-2.3503523,tutup
-472.50192,98.04663,11.930004,18.097498,18.985386,-2.3349922,-10.2857485,-13.000303,-0.36753264,9.18562,-4.0009227,-6.589958,3.3629134,0.8295248,-8.11326,-11.841186,-8.421922,-3.514664,-4.704448,-7.135961,-4.9446445,-1.1466597,-0.03589124,-1.5435958,-2.022386,-0.9682024,-0.67528826,-1.593348,-2.1938841,-2.1794608,-3.6112585,-3.3927987,-0.30374336,-1.6201651,-3.962948,-0.8184473,0.35668698,-2.0465746,-2.6370275,-2.6993852,tutup
-169.98334,46.61516,5.9623537,0.07793563,3.9250362,-2.84318,-5.132789,0.63872474,0.59686494,-5.7447467,-7.096312,-5.2081885,-6.669754,-7.8343196,-4.885127,-1.6281819,-1.1183609,-1.5542129,-0.2839018,0.06063812,-0.119665466,-0.30036724,-0.7603188,-2.2774096,-4.095252,-4.795629,-2.9074428,-0.39352012,-1.0715065,-3.3828568,-3.3380325,-1.5451766,-2.278221,-3.53264,-2.0594738,-0.7684574,-1.1825429,-1.2157142,-0.46047089,-0.9353732,tutup
-382.34375,108.96526,-11.592994,13.220065,4.4039693,-8.477815,-3.8884344,-1.8468294,5.7225623,-8.480678,-10.829855,-4.5070944,-12.31215,-10.654733,-6.645615,-2.0583606,-0.36375174,-2.9935884,0.22778141,-1.0100895,-1.414513,-0.24918792,-2.635314,-2.3150964,-5.282971,-7.119327,-4.2864666,-2.2109249,-1.6178393,-4.9429665,-5.208801,-2.2278404,-2.7740555,-3.3848665,-2.5555146,-0.85292786,-0.7226724,-1.2940861,-0.3036802,-1.5089788,tutup
-218.72963,43.765533,9.001337,1.707805,0.7720603,-5.323192,-5.9598384,-0.35326928,1.382333,-5.1760397,-6.7665267,-3.2204058,-5.727202,-9.428931,-6.3460503,-1.0086997,0.12941971,-0.95682377,0.19997309,1.5332661,0.18481162,-1.6088169,-0.968009,-0.5345856,-2.859621,-5.0728316,-3.3428223,-1.4562837,-2.02025,-2.8635125,-2.9275813,-2.6668503,-2.7769496,-3.6864777,-2.6776025,-1.5476851,-1.391346,-0.9093606,-0.71762323,-1.0090207,tutup
-187.78502,30.065966,10.294381,6.254042,2.8087049,-7.818004,-10.983042,-3.677414,0.023447309,-5.087399,-6.3615294,-3.2483556,-5.089637,-9.179266,-6.4293556,-0.58350974,0.4184238,-0.75312513,0.3652517,1.8355216,0.34118462,-1.712488,-2.4078867,-0.28750244,-0.70012283,-2.229509,-0.6241759,0.9837206,0.35242647,-0.18827336,-0.60917604,-0.9982772,-0.9822505,-0.735009,-1.1767188,-0.59383214,0.07525476,-0.19277647,-0.25208828,-1.5219506,tutup
-218.73761,38.350002,9.651714,7.209788,4.0377727,-7.910895,-10.935835,-3.2289507,2.3849847,-4.0530734,-6.762757,-2.1360612,-4.311843,-9.400391,-6.1052947,0.1303979,0.4114241,-1.0957742,0.23702896,0.54087996,-1.2314721,-3.5846157,-4.136531,-1.5962952,-1.5144541,-3.5358396,-1.8612714,-0.5255157,-1.3333904,-1.5073938,-2.579501,-3.0275257,-2.315036,-2.5011296,-2.7342153,-1.4997323,-1.6872909,-1.6016575,-1.9871589,-2.751239,tutup
-219.6536,38.752357,6.3451986,1.7835021,2.7504544,-4.559072,-6.796343,-1.8035849,1.1377773,-3.4385614,-5.6736627,-2.6435065,-1.9285238,-4.460157,-3.954249,-1.5237118,-0.7542644,-0.76697797,0.037217043,-0.099638596,-0.54532725,0.047861468,-0.40722534,-0.57217145,-0.9220629,-2.078876,-2.987684,-2.170201,-0.7812281,-0.7977994,-2.2047985,-2.3724174,-1.8527946,-1.680322,-1.5742753,-1.4099774,-1.7869291,-1.5798719,-0.7058086,0.32184666,tutup
-451.5729,86.95605,1.0581529,8.926881,-10.239237,-11.529525,-2.8111455,2.2649734,-4.790207,-16.81083,-4.1389866,-5.131481,-10.30965,-0.33313683,2.7689033,-2.6551971,-4.860737,-2.4501345,-4.184067,-5.3112526,-5.335449,-5.6906004,-5.354048,-4.935039,-2.5398774,-3.478699,-4.570111,-3.8694427,-3.876911,-3.0678458,-3.393118,-3.6518865,-3.4783638,-4.468685,-4.945209,-3.7309446,-3.7932599,-3.679716,-1.8455663,-2.6129148,tutup
-467.00092,114.515526,12.87522,26.03009,5.4341397,-14.73208,-19.868547,-5.9923406,22.219013,-2.7074091,-17.347958,3.1024163,-5.3654914,-17.66733,-9.955187,-0.09965366,-0.73918456,-5.577732,-0.8154004,1.1965079,-2.856481,-3.303402,-4.1293,-6.2109876,-6.6287413,-6.792195,-5.928827,-3.352901,-2.3758662,-1.1642481,-1.9573596,-5.2955203,-4.061962,-6.1869693,-7.7030945,-1.8068165,-2.2441502,-3.0991945,-1.311424,-3.5507092,tutup
-193.31256,47.850487,9.113762,2.836179,1.3268024,-5.745412,-6.8731236,0.2895284,3.8101592,-3.209478,-6.1602116,-2.4806361,-4.792157,-8.443711,-5.395859,-0.07885789,0.9283861,-1.4209839,-0.76697665,0.12686458,-1.4728752,-2.3376522,-1.623427,-0.37120765,-1.5557028,-4.4221945,-4.0174623,-1.7572283,-0.6612178,-1.7666866,-2.495616,-1.9681066,-1.5554439,-1.798276,-2.8794003,-2.6782484,-1.9306861,-1.9199288,-1.5439475,-1.6499599,tutup
-200.33514,41.31135,10.044258,3.094785,5.2718334,-1.1349956,-5.92992,-2.9934235,1.8657155,0.5025426,-3.8370745,-3.8741941,-1.6236968,-3.2594805,-5.877731,-4.159155,-2.2241678,-2.186577,-2.3088615,-0.9786331,-0.68466717,-1.7858173,-2.540338,-3.1938353,-1.701093,-0.55064636,-1.6236398,-3.3049943,-3.557971,-2.2811408,-0.6972681,-0.17443341,-0.25705105,-0.10593541,-0.097045675,-1.0063143,-1.9318167,-0.746334,-0.86471826,-1.7488536,tutup
-465.84814,119.955765,14.33636,25.493616,3.8860524,-16.158024,-22.3538,-11.186325,22.130205,0.7498198,-20.948061,-0.7672971,-3.901638,-18.467196,-13.915047,-2.4555788,-0.40923417,-5.8577724,-2.800247,2.1386,-0.50631803,-4.14936,-3.0245643,-2.3381603,-5.2092032,-4.289596,-3.1935382,-4.5821195,-2.898565,-0.46271995,-2.488725,-5.598185,-1.6193868,-1.8591974,-8.026057,-4.3487315,-1.4968735,-2.0540369,-0.19391835,-2.9853368,tutup
-206.81573,45.926147,25.045464,13.76412,2.137604,-12.124776,-15.138834,-3.7587647,4.3536754,-2.1199439,-6.7813163,-3.0939052,-5.233666,-10.155924,-8.234437,-2.2059686,-1.0351431,-3.591753,-2.3246677,0.10004181,-0.59587836,-2.1907823,-1.2134591,-0.024633419,-1.5290202,-3.3900578,-3.1768725,-2.5894969,-3.4491668,-3.070102,-2.3205569,-3.0784223,-4.1461105,-4.2136316,-3.546409,-3.2804832,-1.6389184,-0.62122285,-0.72538006,-0.7741594,tutup
-428.1608,98.23156,5.579654,21.706793,3.0523355,-12.714533,-12.096189,-6.2267256,9.574175,-5.6753235,-12.010552,-1.004951,-8.412914,-12.741681,-6.913541,1.6609913,2.9826362,-1.759299,-0.21487796,-1.1190381,-3.2801757,-5.2581396,-6.789959,-2.2606192,-3.0619843,-6.161859,-3.0817444,-2.3284507,-2.8789089,-1.9388252,-4.101565,-5.3271093,-2.815422,-4.0706306,-5.398155,-2.1539717,-2.1617513,-2.9083943,-2.5012016,-4.116257,tutup
-386.26358,93.21304,23.563564,18.208838,-2.2511642,-20.902035,-16.085915,5.836796,7.406798,-11.015759,-13.968954,-6.363362,-9.595634,-12.8389635,-1.8617811,5.3278375,-4.0497336,-6.158807,-2.6507938,-2.1016786,-6.7907796,-8.701625,-4.5046773,-6.704083,-8.675802,-5.7462773,-2.9817204,-6.288868,-4.033904,-3.6069505,-8.267708,-4.8458266,-1.974049,-3.9866197,-2.9406705,-1.6108968,-4.0222883,-6.387337,-3.4742744,-4.078189,tutup
-454.0538,98.71526,4.5154796,21.62657,3.1129453,-12.97086,-12.317981,-6.0742984,8.884731,-7.2400727,-13.135845,-2.6419241,-9.588275,-12.7040825,-7.446625,1.1286933,3.0533242,-1.1600257,1.1108861,0.25744474,-1.6782271,-3.7353592,-5.9789996,-1.255119,-1.644275,-5.359043,-2.8026145,-1.0792487,-0.8351084,-0.7119437,-3.6252873,-4.709321,-1.7964858,-2.8373005,-4.117591,-0.9525546,-1.1991526,-1.8763212,-1.4092178,-3.2672503,tutup
-222.42265,57.15415,27.435894,16.162527,3.5186508,-13.213319,-16.42422,-4.893605,4.3635387,-3.535888,-8.928874,-2.779279,-3.7920828,-10.290062,-8.308129,-1.0647725,0.2694578,-3.793413,-2.6027944,0.5060096,0.12254653,-0.6394172,0.46167004,0.53995997,-2.176051,-4.4217973,-4.028121,-3.730466,-4.852549,-3.9733765,-2.5970004,-4.1870804,-5.8404965,-5.7134676,-5.2785535,-3.990162,-2.196016,-1.1786927,-0.69371307,-1.0789747,tutup
-415.70996,109.53947,-11.894316,13.167879,5.0289154,-9.256698,-3.8878503,-0.82120824,6.1402535,-7.6442423,-10.070274,-3.753286,-11.381993,-10.131235,-5.746495,-1.0741352,0.42583668,-2.3941126,0.40889397,-0.559949,-1.045943,-0.021482073,-2.0308738,-1.9366865,-4.999562,-7.002025,-4.858601,-2.7857418,-2.0600903,-5.5479608,-5.604946,-2.675605,-3.7202048,-4.3505983,-2.7924776,-0.61034745,-0.8804493,-1.4797707,-0.29772624,-1.7944884,tutup
-153.3569,40.038704,12.882895,4.5633516,2.5186954,-5.6321416,-8.479219,-0.73362947,2.437248,-4.5243897,-6.7666993,-2.842707,-5.480416,-10.352028,-7.754085,-2.0307908,-0.7678779,-2.1224284,-0.8572124,1.0750053,0.4855336,-1.3235397,-1.6521745,-0.6679962,-2.2451649,-4.6222744,-3.6245458,-1.2158933,-0.5324921,-1.3578134,-2.4184835,-2.4120405,-2.6800578,-3.2311938,-3.0172904,-1.9060787,-0.6912703,-0.08624892,-0.13811934,-0.573608,tutup
-446.54504,96.46276,-2.5966277,12.95853,2.3410873,-11.189131,-6.805915,-0.259637,8.184676,-4.4044433,-8.152328,-2.766469,-8.910163,-10.84219,-7.196288,-0.5623653,-0.43311954,-3.5376663,-0.9087716,-2.7737293,-3.7988603,-3.0193136,-3.153496,-1.3417162,-4.041037,-5.8903165,-4.2796607,-3.2704344,-1.274033,-1.632188,-3.5638263,-3.516137,-1.9169056,-1.5887343,-2.4907634,-0.6776776,-0.17993253,-2.2789726,-1.9559493,-1.3923054,tutup
-208.59305,46.305435,11.325274,3.3593454,2.2537568,-4.937077,-6.4180965,-0.742749,-0.4523312,-6.54202,-6.8651924,-3.7252698,-5.70571,-6.7466307,-4.2421184,-0.90297365,-0.6437926,-1.2593474,-0.36074314,0.35510945,0.3937248,-0.25414315,-1.3158447,-0.8847185,-2.205267,-4.5405936,-3.4404078,-1.577301,-1.8067906,-3.6653914,-4.0135345,-2.881326,-2.5331092,-3.314011,-2.480295,-1.766578,-0.63305163,-1.1527333,-1.7812848,-1.1724937,tutup
-224.99445,53.16657,14.26078,5.860898,1.5028585,-8.925563,-11.699197,-2.1805766,4.465642,-4.466735,-9.322089,-3.2686043,-5.0257807,-9.968598,-6.2342153,0.4664445,0.46786234,-2.4984035,-1.1737778,0.08468705,-1.2317505,-2.4239244,-1.8318355,-1.7916064,-2.346442,-4.0457807,-3.713988,-2.2334352,-2.0886645,-2.382851,-2.7400696,-3.4987574,-3.4425728,-2.8135142,-2.6208231,-2.109961,-0.80507636,-0.28842458,-0.33161587,-0.903587,tutup
-436.76535,93.59174,-7.3661585,8.010585,-4.4404597,-11.665417,-3.2990859,1.8697529,-2.4847288,-15.172622,-6.757249,-7.4729586,-13.581037,-4.1996284,1.8197333,1.2674468,-2.772694,-2.2134748,-2.3741424,-3.6566763,-1.965501,-5.0537252,-4.6542635,-4.5598674,-7.2549286,-4.9485817,-4.2217755,-5.4309335,-6.094741,-4.4349823,-1.4251357,-2.3486848,-2.988296,-0.35958046,0.39805543,-2.451624,-3.1057103,-1.3035144,-1.7747157,-2.3114696,tutup
-202.70876,52.70763,12.163136,5.215261,4.208028,-5.98155,-9.010781,-0.6656979,2.8233068,-5.8704653,-8.592736,-3.4121168,-6.5465827,-12.739092,-8.121515,-0.83077866,-0.8700301,-2.90535,-0.9714192,1.0013342,-0.12418371,-2.150434,-1.8742278,-0.42222035,-2.7213378,-6.194541,-4.1699796,-1.2489926,-0.8490585,-2.3651056,-3.269938,-3.3658497,-3.3047633,-3.769784,-4.3101206,-3.1436663,-1.6655798,-1.1118361,-1.0582554,-1.4273102,tutup
-386.0184,92.54067,26.569576,14.005308,-4.864741,-21.291815,-16.190456,6.10801,8.671175,-16.02038,-17.594568,-1.197258,-10.613333,-15.151819,3.8878372,3.5242937,-6.8054423,-4.891258,-1.9903841,-6.550015,-6.4446983,-6.895137,-6.010783,-8.005623,-6.7704606,-3.4380798,-7.511271,-2.034779,-6.7038727,-6.068969,-4.205772,-6.5218577,-0.5820238,-4.6484056,-2.201539,-2.398833,-6.6327324,-5.0915833,-3.4544125,-4.6750107,tutup
-247.83672,51.778175,9.704892,1.4417907,0.40401012,-6.10141,-5.032434,0.7804422,0.024642985,-6.7274666,-6.2459826,-3.1278684,-6.1022925,-8.491581,-5.3774543,-1.0688951,-0.7881836,-1.8910936,-0.5783709,0.20671271,-0.09593015,-0.78000927,-1.5179857,-1.509314,-2.082706,-3.1040885,-2.0008912,-1.2435029,-2.2330196,-3.4645529,-3.8245747,-2.6760156,-3.0485497,-3.2776535,-2.0423784,-0.9443054,-0.9072036,-1.5336077,-2.1899896,-1.8472934,tutup
-411.05438,92.95069,21.98034,22.083202,8.950508,-10.527013,-20.143528,-6.7934184,10.979658,2.3530624,-9.173258,-1.5873321,-2.1255298,-14.826162,-14.889851,-3.9062843,0.12538655,-3.6373427,-3.6661546,-0.30920005,-0.48558995,-2.1383252,-3.2736752,-3.4844291,-2.1674116,-5.988009,-9.57068,-4.421022,-1.990921,-3.089212,-0.7806672,-2.4973514,-5.163755,-3.8250694,-3.1681967,-4.8061323,-6.0246806,-3.3110375,-1.3134011,-2.6996703,tutup
-234.5438,42.260868,9.242359,7.8137383,4.2360673,-7.6029534,-11.088853,-3.7197893,2.8618274,-4.646961,-7.9673524,-2.1253335,-4.288638,-8.905186,-5.8303576,-0.15805776,0.5516684,-1.1186364,-0.49260965,0.65304476,-1.2644638,-4.3746924,-4.301992,-1.4121381,-1.5484022,-3.7189822,-1.7985489,-0.4891276,-1.2582536,-1.2922839,-2.2149577,-3.4070282,-2.3888426,-2.2070172,-2.5803788,-1.5721939,-1.4506062,-1.1186136,-1.0421225,-2.7241669,tutup
-205.77335,35.135246,13.555684,7.0656137,2.2199626,-7.994921,-9.999648,-2.4999409,2.3098724,-2.4637704,-4.9336524,-1.470488,-3.1213872,-8.29766,-6.79308,-1.9021459,-1.5169318,-2.8478425,-1.2948025,0.59703946,-0.049382437,-2.1853678,-2.6349003,-1.5629352,-2.2503266,-3.5635808,-1.8451902,-0.57075775,-0.5757482,-1.1350197,-1.0674132,-1.9110063,-2.2569182,-1.9416801,-2.3785665,-1.8144233,-0.7917672,-0.79166037,-0.86917335,-0.9542394,tutup
-442.6561,88.45499,1.7245657,15.7008505,-13.227083,-16.30332,-7.949969,4.453145,-2.8490407,-18.227957,-3.7133453,-8.13068,-9.039556,3.6833856,5.321981,-2.7408156,-8.468006,-5.543157,-6.7448115,-5.3857584,-3.93505,-2.7282248,-2.8821692,-6.8511124,-3.6220973,-4.445711,-7.3724537,-4.577732,-4.0598106,-2.4504356,-1.9954952,-5.5960875,-4.288016,-3.6193578,-5.5434747,-2.9855988,-3.6339624,-5.001757,-4.82941,-5.875673,tutup
-275.59912,75.128296,-3.1166766,3.844912,5.6675706,-5.700612,-4.3296747,0.67892617,3.041054,-6.4690385,-9.660353,-5.1017566,-8.806485,-9.899565,-6.022454,-2.5144615,-1.3482091,-1.5199556,-0.11845989,-0.42611438,-0.7224459,0.042679273,-1.31472,-2.870388,-4.7115026,-5.863541,-3.65166,-0.972763,-1.3095236,-4.444728,-4.7077665,-2.3256218,-2.7448225,-3.8506043,-3.2475255,-1.6690143,-0.99485946,-0.65146184,-0.06633374,-0.99536043,tutup
-137.29546,34.824776,17.932623,10.166165,4.3934555,-7.380243,-12.539583,-3.9037986,4.3784266,1.2116088,-3.105735,-0.075438,-0.20990765,-6.678716,-9.2690115,-5.369329,-2.6318138,-3.9384105,-3.8719213,-1.0255307,-0.35480255,-2.017998,-2.9036655,-1.405512,-0.71249676,-2.4018242,-2.8993816,-1.5982181,-0.55167806,-1.9356711,-2.1477723,-1.7889733,-1.9847661,-2.802539,-2.7544427,-2.105807,-1.3436321,-1.1031458,-0.90775996,-1.0451169,tutup
